config,n_runs,peak_mem_mb_max,peak_mem_mb_mean,peak_mem_mb_min,peak_mem_mb_n,peak_mem_mb_std,requests_before_failure_max,requests_before_failure_mean,requests_before_failure_min,requests_before_failure_n,requests_before_failure_std,restart_count_max,restart_count_mean,restart_count_min,restart_count_n,restart_count_std,run_max,run_mean,run_min,run_n,run_std,time_to_oom_seconds_max,time_to_oom_seconds_mean,time_to_oom_seconds_min,time_to_oom_seconds_n,time_to_oom_seconds_std
all,20,135.9,135.54,135.2,20,0.1655,10.0,5.25,5.0,20,1.0897,1.0,1.0,1.0,20,0.0,20.0,10.5,1.0,20,5.7663,21.3222,11.5832,11.0672,20,2.2343
