config,n_runs,detection_seconds_max,detection_seconds_mean,detection_seconds_min,detection_seconds_n,detection_seconds_std,recovery_seconds_max,recovery_seconds_mean,recovery_seconds_min,recovery_seconds_n,recovery_seconds_std,run_max,run_mean,run_min,run_n,run_std
all,20,2.0266,1.149,0.8189,20,0.2118,2.005,1.9939,1.9773,20,0.006,20.0,10.5,1.0,20,5.7663
