config,run,success,elapsed_seconds,wall_seconds
full_pipeline,6,True,0.4294728049999321,1.9633263509999779
full_pipeline,7,True,0.4272032529997887,1.9747782750000624
full_pipeline,8,True,0.4277654980000989,1.9470035060003283
full_pipeline,9,True,0.22425782999971489,1.7459920399996918
full_pipeline,10,True,0.22297748499977388,1.7097858930001166
full_pipeline,11,True,0.22161752199963303,1.7067644809999365
full_pipeline,12,True,0.4247402380001404,1.896091026999784
full_pipeline,13,True,0.22443600199994762,1.7071411520000765
full_pipeline,14,True,0.4242283060002592,1.9303731330001028
full_pipeline,15,True,0.2235916670001643,1.7348746269999538
full_pipeline,16,True,0.014782959000058327,1.4887923910000609
full_pipeline,17,True,0.217565895000007,1.655550021000181
full_pipeline,18,True,0.21637196399979075,1.6487541510000483
full_pipeline,19,True,0.4301737320001848,1.938824213999851
full_pipeline,20,True,0.4294183339998199,1.872631459999866
docker_cicd,1,True,36.661643823000304,47.564741283999865
docker_cicd,2,True,49.41176644699999,60.95353660899991
docker_cicd,3,True,45.52791604699996,56.59292740899991
docker_cicd,4,True,46.29801084699966,57.45257227499951
docker_cicd,5,True,72.49352503200043,82.75079201100016
docker_cicd,6,True,44.026382072999695,54.965674672000205
docker_cicd,7,True,40.930841383999905,51.51369044900002
docker_cicd,8,True,54.05545677700047,66.46696528600023
